;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13
549;20;1.56563;-0.73134;0.26556;-10.50596;9.45818;-16.40551;France;-17.63951;20.83954;-996.33837;-2.08939;FALSE;0.38298
550;20;-0.47099;-0.05324;-0.16687;-11.23945;9.57780;4.62888;France;6.08448;-5.34111;-998.35926;-0.97312;FALSE;-0.20219
551;Bob;2.47287;0.42774;0.92329;-7.92849;10.68888;-24.22063;Argentina;-25.07998;24.76699;-998.97753;-0.91199;TRUE;1.10876
552;Jorg;1.75169;0.70293;0.78133;-9.87953;9.94206;-16.76795;Croatia;-17.79457;18.33247;-1000.43096;2.68750;TRUE;0.91271
553;Atsuto;0.84767;-1.08441;-0.07536;-10.42059;9.40944;-9.60909;France;-10.30245;9.84729;-998.96485;-0.02772;FALSE;-0.01178
554;Bob;2.10764;0.33689;0.77812;-9.07553;10.12388;-20.73715;Croatia;-18.46282;19.38262;-999.50793;-0.69254;TRUE;0.93619
555;20;0.93346;1.41909;0.74884;-10.04437;10.56553;-7.75135;Croatia;-7.09757;6.92750;-994.69553;-1.63565;TRUE;0.81885
556;Atsuto;1.38854;-0.00436;0.44060;-9.51350;10.13602;-13.92207;Croatia;-14.67285;14.14013;-999.30041;-0.93129;TRUE;0.54474
557;Jorg;2.12417;0.11138;0.71160;-9.68482;9.87921;-21.17975;Croatia;-19.24101;23.50326;-996.28461;-1.33052;TRUE;0.87091
558;20;-0.65895;-0.86470;-0.48499;-13.12291;8.34183;5.71742;Morocco;5.95534;-6.25641;-997.37696;-2.11860;FALSE;-0.53442
559;Jorg;0.62984;0.61832;0.39730;-10.67967;9.59833;-5.79487;France;-5.05206;7.51832;-999.28760;-3.11903;TRUE;0.44454
560;Jorg;1.53687;0.23371;0.56359;-10.56481;9.57037;-15.17967;Croatia;-16.39436;16.19017;-997.80743;-1.55622;TRUE;0.67886
561;Jorg;-0.62461;-0.66647;-0.41096;-11.41858;9.26287;5.62934;France;5.45601;-6.38727;-995.13281;-1.87582;FALSE;-0.45781
562;20;0.98521;-0.43908;0.17384;-10.62877;9.38149;-10.03826;France;-11.34934;11.19219;-998.23361;-1.24493;FALSE;0.24773
563;Jorg;1.90388;-0.33126;0.50058;-9.13508;9.93658;-19.25247;Croatia;-18.28017;20.98915;-996.95695;-1.51641;TRUE;0.64337
564;20;1.40725;-0.22948;0.37489;-9.04185;10.34817;-14.27488;Croatia;-14.69519;13.51534;-998.00567;-1.24831;TRUE;0.48044
565;20;1.88513;1.30499;1.01545;-8.49323;10.81348;-17.61240;Argentina;-16.35095;18.34424;-997.10338;-3.92696;TRUE;1.15683
566;Jorg;0.31978;-0.37194;-0.01660;-10.81623;9.33206;-3.61736;France;-3.44662;2.45892;-1001.39360;4.22747;FALSE;0.00738
567;20;-0.78634;-0.53597;-0.42090;-10.83843;9.63714;7.19246;France;6.34729;-3.59510;-996.92231;-0.00630;FALSE;-0.47988
568;Bob;1.97816;0.96168;0.93578;-9.99325;10.06017;-18.86749;Croatia;-19.66170;18.05434;-998.46201;-0.82471;TRUE;1.08414
569;Jorg;1.62741;-0.50896;0.35602;-9.86646;9.80099;-16.65405;Croatia;-16.20376;17.77883;-998.07010;-0.76722;FALSE;0.47807
570;Bob;0.75827;-0.64375;0.03645;-10.37386;9.72530;-8.13965;Croatia;-7.96439;11.03474;-999.44902;-2.82106;FALSE;0.09332
571;20;-1.38006;-0.48240;-0.59284;-12.81033;8.61636;13.31823;Morocco;14.20364;-15.59965;-997.24052;-1.72540;FALSE;-0.69635
572;Jorg;0.98628;0.77637;0.56107;-9.91032;10.05529;-9.06552;Croatia;-10.70228;8.50898;-998.93095;-2.27898;TRUE;0.63504
573;Jorg;0.37146;0.76841;0.36283;-10.87608;9.70100;-2.95153;France;-3.13663;3.51720;-998.06967;0.55786;TRUE;0.39069
574;Jorg;-0.52149;-0.31837;-0.26734;-11.42036;9.14432;4.85995;France;4.91472;-4.60774;-998.60589;-1.43253;FALSE;-0.30645
575;20;0.03605;-0.85124;-0.25948;-12.36771;8.63815;-1.12270;Morocco;-1.49596;1.50278;-997.20853;-0.69917;FALSE;-0.25678
576;20;1.60657;0.82951;0.77543;-9.12311;10.52837;-15.14589;Croatia;-15.42678;13.95339;-995.71199;-0.98852;TRUE;0.89592
577;20;2.87791;0.59281;1.10477;-9.17582;10.16084;-28.49698;Croatia;-28.54432;25.35369;-1000.61220;-0.36377;TRUE;1.32061
578;Atsuto;1.53990;-0.37651;0.37032;-9.08503;10.22068;-15.78662;Croatia;-15.76167;14.58312;-998.52666;0.41983;FALSE;0.48581
579;Jorg;0.83079;-0.22932;0.19145;-10.35873;9.73021;-8.43500;Croatia;-9.58817;7.13003;-998.06486;-1.87820;FALSE;0.25376
580;20;2.74364;0.56606;1.05351;-9.04765;10.17632;-26.84578;Croatia;-27.40959;25.33958;-999.08456;-0.78020;TRUE;1.25928
581;Atsuto;1.63370;-0.42137;0.38590;-9.46046;9.89812;-16.86369;Croatia;-17.23625;18.64670;-999.97462;-1.68850;FALSE;0.50843
582;20;0.31835;0.02905;0.11058;-12.12486;9.02779;-3.17077;France;-2.78853;6.51615;-1001.97142;2.79903;TRUE;0.13446
583;Jorg;1.93787;1.08672;0.96276;-9.06714;10.28341;-18.19841;Croatia;-19.05595;19.25713;-1002.28153;0.68186;TRUE;1.10810
584;20;0.91150;0.19339;0.35170;-9.98189;10.15732;-8.79180;Croatia;-8.70719;7.97724;-997.05996;-1.49342;TRUE;0.42006
585;Jorg;1.98207;-0.52824;0.46277;-9.87429;9.55388;-20.60417;Croatia;-18.98398;22.86641;-996.31682;-1.30821;FALSE;0.61142
586;Jorg;1.18050;-0.44647;0.23365;-10.31357;9.73745;-12.28063;Croatia;-13.10227;12.54119;-1001.13531;2.11129;FALSE;0.32219
587;Jorg;0.08700;-0.69332;-0.19300;-10.91533;9.09989;-1.59906;France;1.45049;1.04442;-1001.96100;1.93866;FALSE;-0.18647
588;20;2.73405;0.74712;1.10809;-10.03018;9.90045;-26.51499;Croatia;-27.75027;25.59800;-1001.07055;-0.72038;TRUE;1.31315
589;20;-0.53529;-0.10123;-0.20261;-12.52788;9.01371;5.05719;France;4.99200;-3.38885;-998.99204;-2.32590;FALSE;-0.24276
590;Jorg;0.26217;0.37873;0.20401;-11.48733;9.44338;-2.31312;France;-2.56783;-0.09106;-997.86486;-1.38442;TRUE;0.22367
591;20;0.90953;-1.00491;-0.03036;-10.30328;9.59834;-10.18871;Croatia;-11.07969;8.20426;-996.20434;-0.86085;FALSE;0.03785
592;Jorg;2.66904;0.53561;1.02007;-8.37947;10.52553;-26.27259;Argentina;-24.60337;28.21050;-997.49273;-1.56941;TRUE;1.22025
593;Jorg;1.47923;-0.26665;0.38598;-10.01709;9.78139;-15.07841;Croatia;-17.40634;14.17488;-1001.25476;3.09435;TRUE;0.49692
594;Jorg;2.43483;0.37663;0.89492;-9.04542;10.23071;-24.04371;Croatia;-24.77444;24.07921;-998.75136;1.93164;TRUE;1.07753
595;20;0.08187;-0.19853;-0.03713;-12.34890;8.93516;-1.03343;France;0.52892;2.99704;-996.39037;-1.02042;FALSE;-0.03099
596;Bob;2.23062;-0.08476;0.68305;-9.67787;9.77265;-22.64489;Croatia;-25.07125;22.94776;-999.15863;-1.50705;TRUE;0.85035
597;Bob;0.60157;-0.53447;0.02136;-10.06328;9.83005;-6.69179;Croatia;-6.84884;6.90522;-998.35749;-4.10243;FALSE;0.06647
598;Jorg;0.45961;-0.04946;0.13055;-10.64116;9.51602;-4.64785;France;-3.89665;4.63069;-997.98066;0.90194;TRUE;0.16502
599;Atsuto;1.10917;0.60343;0.54514;-9.94553;10.10060;-10.59890;Croatia;-11.42052;10.70368;-997.90152;1.80345;TRUE;0.62833
600;20;1.95193;0.90611;0.90974;-9.56089;10.00198;-18.42730;Croatia;-18.65402;19.01740;-999.09396;0.17894;TRUE;1.05614
601;Bob;0.60233;0.42975;0.32852;-12.07181;9.16187;-5.64307;France;-3.60027;6.87008;-997.41286;-3.11805;TRUE;0.37370
602;Jorg;0.50521;0.58767;0.34787;-10.76023;9.65382;-4.48429;France;-4.67876;5.88527;-1001.03780;1.96550;TRUE;0.38576
603;Atsuto;0.69336;0.23564;0.29571;-9.99962;10.07936;-6.67490;Croatia;-6.54718;7.52789;-999.39115;3.36319;TRUE;0.34771
604;Bob;0.52609;-0.48751;0.01228;-10.48003;9.74991;-5.57775;Croatia;-4.74226;6.42276;-997.91861;-2.79460;FALSE;0.05174
605;Bob;-0.83534;0.09258;-0.23643;-11.64685;9.27883;8.35287;France;6.15408;-7.92305;-999.42626;-2.45814;FALSE;-0.29908
606;Bob;0.32458;0.46745;0.25211;-10.44976;9.96081;-2.94747;Croatia;-5.97099;4.95116;-998.13953;-2.08809;TRUE;0.27646
607;Atsuto;1.36061;0.85677;0.70581;-9.55352;10.23958;-12.83543;Croatia;-13.03423;12.23281;-996.67288;2.14110;TRUE;0.80786
608;Bob;-0.04879;-0.05559;-0.03322;-11.03581;9.32482;0.38811;France;0.12656;-1.82721;-999.57720;-1.93163;FALSE;-0.03688
609;Bob;2.65016;-0.74459;0.60656;-8.47135;9.94789;-27.39337;Croatia;-30.26901;26.80164;-997.95693;-0.88493;FALSE;0.80532
610;Jorg;2.15187;1.26132;1.08645;-8.28398;10.79907;-20.37481;Argentina;-20.99050;19.72651;-1000.19233;-3.79694;TRUE;1.24784
611;Atsuto;-0.34011;-0.28647;-0.19945;-11.54599;9.30802;3.04748;France;2.64844;-3.44920;-997.77377;-1.63674;FALSE;-0.22496
612;Bob;-0.45130;0.99557;0.17325;-12.45877;9.33248;5.42051;France;5.08868;-4.11394;-999.22473;0.09907;TRUE;0.13940
613;Jorg;2.67471;0.36440;0.96738;-9.06427;10.09588;-26.40585;Croatia;-26.32292;24.95468;-998.81988;-2.06126;TRUE;1.16798
614;Bob;0.42758;-0.65180;-0.07137;-11.17099;9.52408;-4.96606;France;-4.20033;4.64463;-999.77667;-1.50548;FALSE;-0.03930
615;Atsuto;1.14185;0.31566;0.46394;-9.77321;10.01989;-11.22461;Croatia;-11.21307;11.39015;-998.85816;-0.06605;TRUE;0.54958
616;Jorg;0.22109;-0.28749;-0.02114;-11.14195;9.37984;-2.59033;France;-2.85918;1.95639;-996.80421;-1.36690;FALSE;-0.00456
617;Bob;-0.45651;-0.55691;-0.32258;-12.96686;8.48537;4.06254;Morocco;1.49506;-0.54982;-999.33029;-0.61969;FALSE;-0.35682
618;20;2.03093;-0.32721;0.54231;-8.27186;10.34045;-20.67431;Argentina;-19.96995;21.40282;-998.14048;-1.69271;TRUE;0.69463
619;Atsuto;1.70419;0.04675;0.55734;-9.23995;10.23181;-17.00160;Croatia;-17.61980;17.86525;-1000.26559;1.32450;TRUE;0.68516
620;Bob;0.57560;-0.48392;0.02918;-10.40055;9.39473;-6.03831;France;-5.60951;6.37521;-1001.33130;-1.42565;FALSE;0.07235
621;20;-0.09921;0.90674;0.25704;-11.69696;9.46471;1.88384;France;1.76374;-2.98251;-999.65791;0.57598;TRUE;0.24960
622;Bob;-0.27308;-0.34639;-0.19718;-12.40954;8.67662;2.46694;Morocco;2.62083;-3.64430;-998.85915;-1.89203;FALSE;-0.21766
623;20;1.37215;1.11526;0.79177;-9.98364;10.53393;-12.56855;Croatia;-12.52910;12.15417;-997.80510;-0.29139;TRUE;0.89468
624;20;0.98450;-1.36627;-0.12152;-10.89484;8.81773;-11.07534;France;-10.63809;11.62707;-996.78824;-2.72302;FALSE;-0.04768
625;20;0.60172;0.49907;0.35039;-10.03880;10.11569;-5.32979;Croatia;-4.53352;5.07985;-998.59136;-0.97417;TRUE;0.39552
626;20;-0.28692;0.54465;0.08204;-11.95131;9.07899;3.20424;France;2.90731;-3.73273;-998.32965;-2.45674;TRUE;0.06052
627;20;-1.03864;0.20365;-0.26579;-12.89472;9.13366;10.59213;Morocco;10.86764;-10.82177;-997.35926;-1.28876;FALSE;-0.34368
628;20;1.80160;-0.59671;0.38353;-10.60807;9.24883;-18.55197;France;-19.22723;17.84039;-998.13366;-1.43926;FALSE;0.51865
629;Atsuto;-0.72569;-0.49029;-0.38706;-11.34587;9.37180;6.75314;France;8.07309;-6.79176;-998.05964;2.00665;FALSE;-0.44148
630;Jorg;0.40777;-0.74005;-0.10577;-10.53967;9.35796;-4.79133;France;-5.65287;2.53353;-998.01594;-1.78650;FALSE;-0.07519
631;Jorg;2.81436;1.21952;1.28402;-8.63860;10.57530;-26.85769;Argentina;-25.10836;25.68575;-998.37349;0.07872;TRUE;1.49510
632;Atsuto;1.22199;-0.58730;0.20203;-9.61904;9.97851;-12.89004;Croatia;-12.49207;11.30227;-996.67760;3.50193;FALSE;0.29368
633;Jorg;2.51021;0.41137;0.92997;-8.05143;10.56387;-24.67945;Argentina;-23.67399;24.56310;-1001.59450;1.42270;TRUE;1.11823
634;Jorg;-1.28581;-1.28953;-0.81975;-12.86147;8.58089;11.62187;Morocco;10.83409;-13.39805;-997.76228;-0.80802;FALSE;-0.91619
635;Jorg;0.61391;-1.81349;-0.38184;-10.26744;9.05473;-7.95434;France;-7.82875;5.69527;-995.47660;-0.60549;FALSE;-0.33580
636;20;1.86378;0.35900;0.70753;-10.39442;9.60935;-18.26674;Croatia;-18.94649;17.79393;-997.36005;-0.81554;TRUE;0.84732
637;20;0.61092;-0.15575;0.14488;-11.86658;9.05905;-6.33360;France;-6.41765;10.14012;-999.78196;-0.49851;FALSE;0.19070
638;Atsuto;0.62847;-0.74273;-0.03637;-10.79469;9.26301;-6.92660;France;-7.12442;6.66610;-1002.74473;-1.80069;FALSE;0.01076
639;Jorg;0.87113;-0.44433;0.13586;-10.05441;9.69183;-9.11469;Croatia;-9.59009;8.36081;-999.40221;0.65214;FALSE;0.20119
640;Jorg;1.15433;-1.65843;-0.16046;-9.93423;9.11198;-13.17705;Croatia;-13.12578;13.23888;-999.40913;-2.08088;FALSE;-0.07388
641;20;1.08357;-0.33284;0.23896;-9.22812;10.06276;-11.04024;Croatia;-10.45256;12.78213;-999.26983;0.32577;FALSE;0.32023
642;20;-0.42361;-0.00838;-0.13751;-11.64426;9.71589;4.13564;France;4.74719;-4.29259;-999.29203;-1.87194;FALSE;-0.16928
643;20;2.05080;1.13477;1.01400;-8.72264;10.75237;-19.48483;Argentina;-18.22576;22.30998;-1001.08766;0.09622;TRUE;1.16781
644;Jorg;0.83156;-0.13620;0.22134;-10.05392;9.68364;-8.59011;Croatia;-9.38100;10.29241;-999.33602;-1.12020;TRUE;0.28370
645;Atsuto;1.13854;-1.14076;-0.00071;-10.34121;9.27004;-12.59458;France;-12.18093;11.89508;-997.30546;-2.88814;FALSE;0.08468
646;20;2.91178;-0.15700;0.87687;-8.06070;10.32802;-29.25614;Argentina;-31.08287;28.45604;-999.69251;-1.02583;TRUE;1.09526
647;Jorg;-1.15820;-0.74204;-0.60487;-12.46136;8.79285;10.70170;Morocco;10.64515;-10.70056;-998.57790;-2.13489;FALSE;-0.69173
648;20;-0.80401;-0.34136;-0.36459;-11.64710;9.49806;7.72467;France;7.61628;-8.30623;-1000.49527;-0.72895;FALSE;-0.42489
649;Jorg;-0.29000;-0.15092;-0.14035;-11.55191;9.16492;2.66704;France;0.49530;-3.05538;-999.22258;-0.20289;FALSE;-0.16210
650;20;0.87265;-0.62020;0.08036;-9.63299;9.86006;-9.22659;Croatia;-9.77095;9.44535;-998.38336;-2.44404;FALSE;0.14581
651;20;-0.12389;-0.51840;-0.20445;-11.59131;9.23757;0.67324;France;1.74913;0.09051;-996.77614;-0.86578;FALSE;-0.21374
652;Jorg;0.03258;-0.03647;-0.00124;-11.88674;9.19850;-0.44148;France;0.65199;1.93683;-1000.80611;1.57555;FALSE;0.00121
653;Jorg;-0.48820;-0.35004;-0.26682;-11.80769;9.17830;4.53756;France;4.73239;-3.68497;-996.89875;-1.37348;FALSE;-0.30343
654;Jorg;1.12316;0.15617;0.40722;-9.74126;10.06853;-11.24095;Croatia;-10.58200;12.20753;-996.77353;-0.44482;TRUE;0.49146
655;Bob;1.72343;0.04813;0.56391;-10.19829;9.49872;-17.07104;Croatia;-18.59141;18.21638;-1000.99221;-0.71107;TRUE;0.69316
656;Jorg;-0.24865;0.86907;0.19749;-10.86315;9.76247;3.34948;France;3.36381;-2.99559;-999.39796;-3.23582;TRUE;0.17884
657;Jorg;2.13776;0.34079;0.78894;-8.90053;10.14247;-21.07957;Croatia;-19.93763;23.08741;-998.64829;-1.33926;TRUE;0.94928
658;20;1.78797;0.19217;0.63030;-10.00444;10.08281;-17.65991;Croatia;-16.32997;17.94524;-996.39354;-0.93982;TRUE;0.76439
659;Bob;1.51031;1.66936;1.01212;-10.21672;10.47774;-13.52857;Croatia;-13.29380;13.97463;-999.27247;-1.47935;TRUE;1.12539
660;Jorg;1.29796;0.02254;0.42033;-10.30676;9.69559;-12.91908;Croatia;-13.22037;13.73575;-996.71658;-0.65361;TRUE;0.51768
661;20;0.61700;0.88934;0.47948;-9.45676;10.44661;-5.29392;Croatia;-6.09042;4.85044;-996.14937;0.79096;TRUE;0.52576
662;Atsuto;0.38438;0.19644;0.18488;-10.85050;9.52037;-3.55948;France;-3.97845;3.31269;-999.51088;-0.12250;TRUE;0.21371
663;Bob;1.44137;0.39320;0.58396;-10.92730;9.43406;-14.14270;France;-13.69440;13.50057;-999.62660;-1.12577;TRUE;0.69207
664;Jorg;1.61095;0.19942;0.57626;-10.09241;9.75805;-16.24615;Croatia;-17.44786;13.47343;-1003.00002;3.52160;TRUE;0.69708
665;Jorg;2.60898;1.77325;1.39491;-8.99343;10.75045;-24.18444;Croatia;-26.67890;23.70708;-1001.07530;1.27101;TRUE;1.59058
666;20;1.48463;-0.51740;0.30788;-9.83230;9.87125;-15.40761;Croatia;-14.32200;16.60587;-996.53461;-1.52849;FALSE;0.41923
667;20;1.34826;-0.35423;0.31641;-10.06769;9.74095;-13.88014;Croatia;-13.68580;13.72757;-998.07934;0.02078;FALSE;0.41753
668;Bob;0.56634;-0.43108;0.04305;-10.39018;9.45007;-6.01728;Croatia;-6.29596;3.78333;-999.73806;-1.39746;FALSE;0.08553
669;Atsuto;-0.70439;0.27191;-0.13766;-11.89479;9.22716;7.32087;France;6.68508;-5.77557;-999.69022;1.81200;TRUE;-0.19049
670;Jorg;1.42049;-0.11051;0.41698;-10.08903;9.69661;-14.35213;Croatia;-12.58088;14.95318;-997.33688;-0.64132;TRUE;0.52352
671;Jorg;-0.89010;-2.04366;-0.93384;-11.60554;8.75384;6.79156;France;9.03798;-6.28926;-1003.27545;4.85835;FALSE;-1.00060
672;20;1.65302;-0.70666;0.30124;-9.53151;9.51036;-17.19622;Croatia;-16.82877;20.79498;-998.01491;-1.35522;FALSE;0.42521
673;Atsuto;-0.02163;-0.08481;-0.03388;-11.17786;9.52838;0.30357;France;0.77245;-1.33908;-998.55506;4.28455;FALSE;-0.03551
674;Jorg;0.01093;0.59305;0.19226;-11.29285;9.49528;0.44665;France;0.21116;-0.21507;-999.96917;1.59868;TRUE;0.19308
675;Bob;1.48359;0.46492;0.62023;-10.53114;9.84748;-14.47492;Croatia;-15.78982;15.18696;-999.07289;1.55606;TRUE;0.73150
676;Bob;-1.01418;0.07129;-0.30013;-11.82868;9.45010;10.26048;France;9.57187;-9.12000;-999.34756;-1.45815;FALSE;-0.37619
677;Bob;-1.05332;-0.42740;-0.47133;-13.20325;8.64243;10.09985;Morocco;9.46669;-10.74899;-999.18133;-3.00921;FALSE;-0.55033
678;Jorg;1.99766;0.31177;0.73511;-9.39703;10.26209;-19.72628;Croatia;-17.14145;21.13858;-999.47510;-0.13682;TRUE;0.88494
679;Jorg;0.76884;0.07125;0.26741;-9.81201;10.00366;-7.65074;Croatia;-7.77222;8.48119;-996.96929;-1.54515;TRUE;0.32507
680;20;0.18619;-0.14079;0.01445;-10.92478;9.60004;-2.04772;France;-1.65296;3.78756;-997.47023;0.83469;FALSE;0.02842
681;Atsuto;-0.11236;0.31034;0.06302;-11.50668;9.43499;1.42368;France;1.42504;-1.98578;-1000.98337;1.62942;TRUE;0.05459
682;20;1.63295;1.23485;0.91285;-9.46140;10.40775;-15.23908;Croatia;-14.23979;15.07541;-999.31860;-0.63516;TRUE;1.03532
683;Bob;-0.07906;0.30903;0.07320;-11.68884;9.33394;1.06823;France;2.45523;-0.07509;-997.32879;-2.44328;TRUE;0.06727
684;Atsuto;-1.33733;0.80441;-0.16963;-12.17333;9.52907;14.27579;France;15.90173;-14.44345;-998.76802;-1.58393;TRUE;-0.26993
685;Jorg;1.17582;0.53996;0.54615;-10.63979;9.72773;-10.99842;Croatia;-10.35368;12.10604;-999.60346;1.03731;TRUE;0.63433
686;Jorg;-0.26201;-0.70112;-0.30657;-12.06035;8.83977;1.84447;France;2.09244;-1.46413;-1000.50100;0.47951;FALSE;-0.32622
687;Jorg;1.85611;1.49566;1.06690;-9.80880;10.19693;-17.12955;Croatia;-16.77834;18.05950;-1000.19661;-0.94877;TRUE;1.20611
688;20;1.97165;0.82283;0.88951;-10.71182;9.76072;-18.74097;Croatia;-17.03938;19.59728;-999.01000;-1.41899;TRUE;1.03738
689;20;1.14334;0.58266;0.54940;-10.77979;9.57963;-10.85795;France;-11.37292;8.74162;-998.03772;-2.10622;TRUE;0.63515
690;20;1.33908;0.36548;0.54258;-8.68286;10.58160;-12.95655;Croatia;-12.67472;14.20052;-999.02284;-0.75256;TRUE;0.64301
691;Jorg;1.23608;-0.09842;0.36213;-10.13605;9.66136;-12.42352;Croatia;-13.03113;13.29089;-998.25425;-0.61878;TRUE;0.45483
692;Jorg;2.28354;-0.25980;0.64418;-9.27279;9.78300;-23.02747;Croatia;-23.24239;21.51826;-998.83264;-0.81378;TRUE;0.81544
693;20;0.97518;0.14860;0.35771;-9.57684;10.22654;-9.59035;Croatia;-9.89460;9.93882;-999.49477;-0.86610;TRUE;0.43085
694;20;1.03777;0.42902;0.46689;-11.01940;9.64921;-10.01002;France;-10.05419;9.72054;-997.70904;0.07242;TRUE;0.54473
695;Jorg;1.34413;1.61444;0.94174;-10.49006;10.13656;-11.76048;Croatia;-10.95850;13.80915;-1000.62487;2.42921;TRUE;1.04255
696;20;-0.23245;-0.57331;-0.25648;-11.06037;9.55177;1.54217;France;0.46666;-0.86304;-998.86633;1.01865;FALSE;-0.27391
697;20;0.21284;0.87302;0.34564;-10.33391;10.15013;-1.09897;Croatia;-2.32374;-0.87089;-997.75753;-1.47588;TRUE;0.36161
698;Atsuto;0.48971;-0.63904;-0.04753;-10.85712;9.24370;-5.56362;France;-6.41381;5.77259;-998.80196;-2.97053;FALSE;-0.01081
699;Jorg;2.10753;0.55264;0.84676;-9.28749;10.26017;-20.61464;Croatia;-20.53490;21.94218;-997.37328;-1.72357;TRUE;1.00482
700;Jorg;1.04810;-0.43023;0.19667;-10.49446;9.44165;-11.14866;France;-10.42943;9.39367;-997.95481;-0.19175;FALSE;0.27528
701;Jorg;1.23491;0.09445;0.42315;-9.79962;10.03563;-12.14835;Croatia;-9.72974;13.26299;-999.46424;0.00063;TRUE;0.51577
702;20;2.38506;-0.06846;0.73740;-9.17477;10.19461;-23.83369;Croatia;-23.60879;23.59569;-997.68812;0.78753;TRUE;0.91628
703;Jorg;2.18334;0.59620;0.88475;-8.96596;10.14509;-21.21691;Croatia;-20.75632;21.63397;-1001.63897;2.70571;TRUE;1.04850
704;20;1.20366;0.78300;0.63238;-9.69205;10.05398;-11.10459;Croatia;-10.31420;14.29868;-998.90807;-2.14243;TRUE;0.72265
705;Jorg;1.69902;-0.02965;100000000000000000.53138;-8.99746;10.11968;-17.03715;Croatia;-16.42317;18.50858;-1000.64966;-2.34780;TRUE;0.65881
706;Atsuto;1.06919;0.82051;0.60151;-10.00988;10.00339;-9.87600;Croatia;-9.33337;9.51731;-997.83791;3.10069;TRUE;0.68170
707;Jorg;3.76298;0.13721;1.24147;-6.90239;10.83168;-37.38007;Argentina;-37.95947;38.72304;-1000.01008;-1.00173;TRUE;1.52369
708;Jorg;0.20231;-0.59748;-0.12579;-10.93822;9.40497;-2.60138;France;-0.70670;2.91058;-1001.31050;3.35568;FALSE;-0.11061
709;Bob;0.21159;-0.44832;-0.07535;-11.01161;9.63132;-2.66494;France;-0.37438;-0.51423;-998.56888;-5.58521;FALSE;-0.05949
710;Jorg;2.07315;0.09947;0.69157;-10.13750;9.67677;-20.70102;Croatia;-22.19372;23.48433;-997.50469;-0.93609;TRUE;0.84705
711;Jorg;1.81775;0.55841;0.75635;-9.92517;10.03688;-17.56210;Croatia;-18.22020;17.54468;-998.77088;-2.60906;TRUE;0.89269
712;Bob;1.34580;-1.52161;-0.05596;-10.61912;9.10465;-15.05759;France;-14.79749;16.68664;-998.31006;-2.20698;FALSE;0.04497
713;20;1.29172;1.21548;0.79807;-9.44091;10.33216;-11.60410;Croatia;-10.48749;13.25504;-996.82262;-2.49170;TRUE;0.89495
714;Jorg;-0.10163;0.12138;0.00629;-10.77533;9.58362;1.19037;France;1.20164;-2.45037;-998.72681;-2.19473;TRUE;-0.00133
715;Atsuto;2.29249;-1.07067;0.38892;-8.35887;10.16248;-24.16287;Croatia;-24.86999;25.55766;-998.34173;2.70850;FALSE;0.56085
716;20;1.16217;0.25615;0.45147;-10.43969;9.93909;-11.38356;Croatia;-11.13553;9.37902;-998.21947;-1.90348;TRUE;0.53863
717;20;0.90982;0.69225;0.50996;-10.32515;10.07989;-8.45029;Croatia;-9.02663;7.21829;-997.78457;-1.28007;TRUE;0.57819
718;Atsuto;1.38541;0.14754;0.48795;-9.57968;10.11631;-13.71010;Croatia;-13.01689;14.05616;-997.26507;-3.54268;TRUE;0.59186
719;20;0.78248;0.15755;0.29922;-10.44735;9.59017;-7.61491;Croatia;-6.08935;6.72873;-1000.65950;3.68366;TRUE;0.35791
720;20;1.75806;1.30038;0.97353;-10.21308;9.91731;-16.12360;Croatia;-16.04251;14.58001;-997.16165;-1.57362;TRUE;1.10538
721;Jorg;1.37942;0.27790;0.52754;-9.92696;9.85792;-13.62799;Croatia;-14.26538;10.93344;-998.52567;-0.27877;TRUE;0.63100
722;Bob;1.29455;-0.46814;0.26305;-10.73526;9.45995;-13.57456;France;-13.43062;13.22132;-998.13372;-3.50755;FALSE;0.36015
723;Jorg;-0.42390;-0.57055;-0.31654;-11.91144;9.14689;3.64701;France;1.96272;-2.94652;-999.05301;-1.98823;FALSE;-0.34833
724;Atsuto;0.10631;-0.32970;-0.07111;-11.05067;9.27670;-1.52905;France;-2.12521;0.09016;-1000.73440;-3.64152;FALSE;-0.06313
725;Atsuto;0.37726;0.09615;0.15069;-11.03904;9.37261;-3.69096;France;-2.67219;4.15902;-999.35503;2.81685;TRUE;0.17899
726;20;-0.13912;1.23016;0.34729;-10.77009;10.26709;2.49029;Croatia;1.75559;-2.17672;-1000.65086;-1.18317;TRUE;0.33686
727;20;1.35301;-0.27678;0.34258;-9.85447;10.01372;-13.76156;Croatia;-13.54904;12.83305;-995.74126;-1.40563;TRUE;0.44405
728;Jorg;0.13965;-0.14529;-0.00179;-11.59005;9.28192;-1.56437;France;0.46940;3.17430;-998.79638;-2.21763;FALSE;0.00868
729;Jorg;1.78212;-0.19515;0.50515;-9.72637;9.91280;-18.16553;Croatia;-17.71956;18.76021;-1002.26180;0.84397;TRUE;0.63881
730;Bob;0.78575;-0.16819;0.19657;-11.41838;9.15711;-7.97603;France;-8.52513;9.39158;-999.16060;-2.68241;TRUE;0.25551
731;20;1.66880;0.37257;0.64979;-9.65530;9.92290;-16.41530;Croatia;-16.43242;16.06499;-1000.59422;0.38213;TRUE;0.77495
732;20;2.05798;0.48038;0.80799;-9.55925;10.43571;-20.20041;Croatia;-20.37832;24.32395;-998.92328;-1.40785;TRUE;0.96233
